step,epair,temperature,pressure,density,volume
3000,-20370.54267411685214,424.18689052323742317,-84.381518359599226642,0.95989139416128910209,66816.851742081416887
3100,-20382.94665933907163,427.39372766170117757,285.46530985343821385,0.95989139416128899107,66816.851742081416887
3200,-20395.713920985428558,423.37907896609834779,458.82753535547249157,0.95989139416128910209,66816.851742081416887
3300,-20389.701024944355595,415.08793986948813881,-144.3127134799745761,0.95989139416128899107,66816.851742081416887
3400,-20486.421731836708204,427.29849283162610618,257.71148512142661957,0.95989139416128899107,66816.851742081416887
3500,-20423.563942527405743,419.91618650173461447,273.06834234362412417,0.95989139416128910209,66816.851742081416887
3600,-20484.888777324194962,442.9923729654032627,292.19291017734798288,0.95989139416128899107,66816.851742081416887
3700,-20344.335560882478603,426.87688730800084613,897.83000095917884664,0.95989139416128899107,66816.851742081416887
3800,-20359.833347515959758,423.39765882590273804,279.49441384760513074,0.95989139416128910209,66816.851742081416887
3900,-20456.190941638094955,416.86046630708642624,-404.20017821359499521,0.95989139416128899107,66816.851742081416887
4000,-20422.093764855533664,415.1469135399460697,-190.37840140190243687,0.95989139416128910209,66816.851742081416887
4100,-20452.181900439256424,430.54724437139560678,338.7159693226096806,0.95989139416128899107,66816.851742081416887
4200,-20389.209870525457518,425.63492196487112551,211.79183557081526601,0.95989139416128910209,66816.851742081416887
4300,-20438.360914031647553,430.80299959707315338,-231.94849030759851871,0.95989139416128876903,66816.851742081416887
4400,-20480.677967891613662,422.40320348950638163,-585.81789480513589297,0.95989139416128899107,66816.851742081416887
4500,-20524.495052527181542,428.40698233394010686,-113.55521034042813255,0.95989139416128876903,66816.851742081416887
4600,-20406.676606107779662,426.13211122379630069,-222.54370999335228021,0.95989139416128899107,66816.851742081416887
4700,-20377.936876818712335,430.18283958718990334,432.26661231952357412,0.95989139416128899107,66816.851742081416887
4800,-20406.700409565044538,429.28899822357055882,-35.539837257722574293,0.95989139416128910209,66816.851742081416887
4900,-20331.769467749465548,411.04457506996357097,315.57255642843824717,0.95989139416128899107,66816.851742081416887
5000,-20419.260350438875321,414.10594711162309522,-281.25897686184276836,0.95989139416128899107,66816.851742081416887
5100,-20522.299589782989642,414.48104024678036694,-255.87412930919003884,0.95989139416128899107,66816.851742081416887
5200,-20476.982609485825378,412.52627708599521839,-468.42421600960318528,0.95989139416128899107,66816.851742081416887
5300,-20462.465979480417445,429.26115162468710196,323.32510865088738683,0.95989139416128899107,66816.851742081416887
5400,-20331.475995404303831,416.78884547909109415,219.66536539666097383,0.95989139416128899107,66816.851742081416887
5500,-20306.593378204714099,424.01494424507870917,292.94703303109906756,0.95989139416128899107,66816.851742081416887
5600,-20367.410489447320288,433.49703267833331211,101.87854309187800084,0.95989139416128899107,66816.851742081416887
5700,-20435.609959715682635,429.80788492040676374,-195.28407487542847321,0.95989139416128910209,66816.851742081416887
5800,-20477.505763513854617,424.92066795702299942,89.5951192295986516,0.95989139416128899107,66816.851742081416887
5900,-20405.181926809782453,416.02012366362788498,-220.19040263608823693,0.95989139416128899107,66816.851742081416887
6000,-20432.200112707447261,429.31026589380809355,130.35690254463665383,0.95989139416128899107,66816.851742081416887
6100,-20370.626708891490125,422.86686108727809597,228.36355222391068764,0.95989139416128899107,66816.851742081416887
6200,-20404.373311931965873,429.42201621455939176,37.997773872866112299,0.95989139416128899107,66816.851742081416887
6300,-20456.872868226048013,433.31001754967257966,716.4221752660492939,0.95989139416128899107,66816.851742081416887
6400,-20464.758015673050977,429.30215972223862764,-499.53601940127612124,0.95989139416128899107,66816.851742081416887
6500,-20391.852125218185392,421.48926386018229095,322.72937542450557658,0.95989139416128910209,66816.851742081416887
6600,-20397.625324097072735,427.00395744386224806,27.510734548440115788,0.95989139416128899107,66816.851742081416887
6700,-20347.603249891682935,424.63719301539993012,402.22495888490402649,0.95989139416128899107,66816.851742081416887
6800,-20386.786757705114724,437.99714813829319837,417.57819501847160382,0.95989139416128899107,66816.851742081416887
6900,-20415.070318041900464,435.37483322741178426,333.03050245863545342,0.95989139416128899107,66816.851742081416887
7000,-20466.313564638832759,428.16289075349124005,-350.65441784465224373,0.95989139416128876903,66816.851742081416887
7100,-20367.531285201854189,410.85813162428314627,-333.1451545221105448,0.95989139416128899107,66816.851742081416887
7200,-20439.023859182714659,432.82197270042377113,-64.730892036204963347,0.95989139416128899107,66816.851742081416887
7300,-20388.626112482223107,430.82351005058376359,382.09589502638311842,0.95989139416128910209,66816.851742081416887
7400,-20435.351498855117825,432.5777808920202574,298.08596923483702312,0.95989139416128876903,66816.851742081416887
7500,-20457.389618301895098,422.9630537345270227,-190.0965670020240168,0.95989139416128899107,66816.851742081416887
7600,-20408.095747333045438,420.35601049705365995,145.62433282147634372,0.95989139416128899107,66816.851742081416887
7700,-20402.925042296068568,430.43043339537263137,1.738610401513921877,0.95989139416128910209,66816.851742081416887
7800,-20394.991637110040756,437.42016874678546401,371.14546188738904675,0.95989139416128910209,66816.851742081416887
7900,-20381.86785125640381,432.5130734449147667,502.33310108523079407,0.95989139416128899107,66816.851742081416887
8000,-20429.035200101883675,419.78313373091890526,-502.82024309804251061,0.95989139416128899107,66816.851742081416887
8100,-20451.596904989986797,423.93260277563615546,-58.820179207915700204,0.95989139416128899107,66816.851742081416887
8200,-20371.316483572474681,423.48415059427344431,188.16255503366400603,0.95989139416128899107,66816.851742081416887
8300,-20353.803669293090934,430.34076692142042475,234.2028464548781983,0.95989139416128910209,66816.851742081416887
8400,-20369.970772180367931,430.20901919020593596,174.64061432280783492,0.95989139416128899107,66816.851742081416887
8500,-20434.204220065541449,431.50436951964024956,339.2526682850507882,0.95989139416128899107,66816.851742081416887
8600,-20425.774328124985914,426.31429297956810842,52.40148659589549851,0.95989139416128876903,66816.851742081416887
8700,-20409.151440874964464,420.70121132677655851,300.86115832096260192,0.95989139416128899107,66816.851742081416887
8800,-20442.02125387594424,429.2853159275950361,-39.429504221846734424,0.95989139416128899107,66816.851742081416887
8900,-20446.554344712341845,442.41857564420780591,37.17803751500942866,0.95989139416128899107,66816.851742081416887
9000,-20320.834307116070704,432.88547211342529408,293.6862926784077672,0.95989139416128899107,66816.851742081416887
9100,-20355.714539354798035,427.26240082840649848,580.1881524064133373,0.95989139416128899107,66816.851742081416887
9200,-20355.177134980680421,412.07503081029881287,430.89714204283217214,0.95989139416128876903,66816.851742081416887
9300,-20383.660394606151385,416.3294504742197546,520.89189535823913957,0.95989139416128899107,66816.851742081416887
9400,-20324.245419667284295,415.908917025715823,194.83882225362501117,0.95989139416128899107,66816.851742081416887
9500,-20337.116505956004403,430.92672810863729183,-302.59596425229659644,0.95989139416128899107,66816.851742081416887
9600,-20360.762633162084967,434.46301359556156285,390.24718013234382852,0.95989139416128899107,66816.851742081416887
9700,-20402.234559756652743,434.36959348350956134,-384.87975416117245686,0.95989139416128876903,66816.851742081416887
9800,-20410.192934084458102,428.48136326090917692,-450.71424163207291258,0.95989139416128899107,66816.851742081416887
9900,-20340.49396831424383,409.73925883247540014,413.61554842542352617,0.95989139416128910209,66816.851742081416887
10000,-20486.861081574461423,432.4094555973197771,-202.9005295570717351,0.95989139416128899107,66816.851742081416887
10100,-20361.353878518686543,429.57132554239143474,446.14907661000256667,0.95989139416128910209,66816.851742081416887
10200,-20374.537460633509909,439.75583739430913965,601.75865543386396439,0.95989139416128899107,66816.851742081416887
10300,-20344.698688800210221,423.58903454918606712,98.722548290254096059,0.95989139416128899107,66816.851742081416887
10400,-20478.67922394811103,434.09760459633628216,-193.01002612782281176,0.95989139416128899107,66816.851742081416887
10500,-20487.109412784131564,432.84662525774649566,-443.51997957228002178,0.95989139416128899107,66816.851742081416887
10600,-20461.602765069073939,430.92218731835845347,-203.78802018955636299,0.95989139416128876903,66816.851742081416887
10700,-20418.775812858591962,430.14886946252778444,167.28233916052298014,0.95989139416128910209,66816.851742081416887
10800,-20322.332400697749108,431.61534217095464783,19.994689998570258638,0.95989139416128876903,66816.851742081416887
10900,-20398.996753807688947,440.02712240772626728,463.33690172472012136,0.95989139416128899107,66816.851742081416887
11000,-20436.880257578122837,428.41029871590797029,-66.513361153414436444,0.95989139416128899107,66816.851742081416887
11100,-20433.0787837765929,424.74527391864512538,-48.191157868689813881,0.95989139416128876903,66816.851742081416887
11200,-20413.044195075446623,428.558490312511708,-220.06952873993844833,0.95989139416128899107,66816.851742081416887
11300,-20394.081620625052892,432.46653232337746431,57.63138867023105405,0.95989139416128899107,66816.851742081416887
11400,-20358.971118151977862,438.44903927727312976,65.93105894288120794,0.95989139416128899107,66816.851742081416887
11500,-20325.930594429541088,438.22145487026858746,-48.678408689689781852,0.95989139416128899107,66816.851742081416887
11600,-20425.254149124280957,437.23157723058648116,21.879253057728540455,0.95989139416128876903,66816.851742081416887
11700,-20496.1760188836015,434.75555824279967965,-550.03772883064038979,0.95989139416128899107,66816.851742081416887
11800,-20449.156762213056936,424.05941620700207295,13.343189452447289156,0.95989139416128876903,66816.851742081416887
11900,-20464.173983919077727,429.65471721068820443,288.22692877541925327,0.95989139416128899107,66816.851742081416887
12000,-20408.187073740598862,432.59308049993956047,-129.03374084861656002,0.95989139416128910209,66816.851742081416887
12100,-20345.535709638868866,432.65859414290480345,-19.628246483381463605,0.95989139416128910209,66816.851742081416887
12200,-20403.999235687391774,430.86103119458107358,-200.4066318384264207,0.95989139416128899107,66816.851742081416887
12300,-20455.462387414270779,423.8849256107215524,-626.90229185788996347,0.95989139416128899107,66816.851742081416887
12400,-20465.958468653760065,426.64754116323524613,-17.136135447478437754,0.95989139416128910209,66816.851742081416887
12500,-20407.635851017425011,419.27668583064098584,99.615888762759269071,0.95989139416128899107,66816.851742081416887
12600,-20408.815403691565734,427.62183740867664028,98.837710111164781779,0.95989139416128876903,66816.851742081416887
12700,-20306.604662861940596,426.29770574374987291,-222.3324558855667874,0.95989139416128899107,66816.851742081416887
12800,-20307.154395430683508,438.07399581747756656,160.04086902580135643,0.95989139416128876903,66816.851742081416887
12900,-20352.328082647603878,427.33963860249059508,-573.36987491802551631,0.95989139416128899107,66816.851742081416887
13000,-20398.204967394325649,422.93182224419001614,91.113268041458738367,0.95989139416128876903,66816.851742081416887
13100,-20342.96608144720085,413.24988704745476298,579.22614949126500505,0.95989139416128910209,66816.851742081416887
13200,-20370.56731735536232,421.11201439710237082,118.09575478169082885,0.95989139416128899107,66816.851742081416887
13300,-20379.177259297466662,429.51033816978645064,525.85511197917628579,0.95989139416128899107,66816.851742081416887
13400,-20370.732194656018692,433.7252192186167008,583.73964567790346791,0.95989139416128910209,66816.851742081416887
13500,-20448.139659005799331,432.92127340552792703,104.00129568018577686,0.95989139416128910209,66816.851742081416887
13600,-20404.903570019974723,412.36941132223961404,144.20519144840048398,0.95989139416128899107,66816.851742081416887
13700,-20456.625118865660625,422.65168523333068151,87.892868970039373266,0.95989139416128899107,66816.851742081416887
13800,-20368.173005368378654,420.98317322779746519,141.10535105408541767,0.95989139416128899107,66816.851742081416887
13900,-20360.907178976038267,428.61327960889286715,292.65418734701142967,0.95989139416128899107,66816.851742081416887
14000,-20394.674332185230014,433.98179692248049832,-247.85540400581137988,0.95989139416128899107,66816.851742081416887
14100,-20369.409761700037052,420.35969831661833496,-139.12724618509435004,0.95989139416128899107,66816.851742081416887
14200,-20452.506994607545494,428.98978296777102059,608.09293411157261744,0.95989139416128899107,66816.851742081416887
14300,-20486.67934427428554,436.88725254380022989,195.33775907588312748,0.95989139416128910209,66816.851742081416887
14400,-20377.082146548469609,436.53235225502828598,179.11141655788830462,0.95989139416128899107,66816.851742081416887
14500,-20294.792888803145615,431.01941193258153362,557.32956913779742081,0.95989139416128899107,66816.851742081416887
14600,-20394.548765560972242,433.03313003106597989,28.452438639123972308,0.95989139416128899107,66816.851742081416887
14700,-20379.822905936998723,420.15488164352143485,-340.96417716368495121,0.95989139416128876903,66816.851742081416887
14800,-20379.088818120977521,419.53310790331966018,-8.2529711613202128007,0.95989139416128899107,66816.851742081416887
14900,-20353.874870343173825,422.1989551275508461,316.04119932516960034,0.95989139416128876903,66816.851742081416887
15000,-20379.168350414587621,442.89756497967999849,617.33733075051793548,0.95989139416128876903,66816.851742081416887
15100,-20301.952327737693849,434.25263774104604408,35.497872040530580762,0.95989139416128910209,66816.851742081416887
15200,-20397.19511859987324,422.83665375891848726,5.3751422060751794518,0.95989139416128899107,66816.851742081416887
15300,-20469.245209150787559,430.47768402832173251,-314.96155402006348822,0.95989139416128899107,66816.851742081416887
15400,-20412.927198376415618,420.16142111125600422,228.50960456215926797,0.95989139416128899107,66816.851742081416887
15500,-20457.653021053560224,423.16732718682715131,-630.09162607583073168,0.95989139416128899107,66816.851742081416887
15600,-20516.930111228612077,429.59489227104251086,144.18972184312741547,0.95989139416128910209,66816.851742081416887
15700,-20528.846337585346191,434.15774313013281471,7.0375753041927842091,0.95989139416128899107,66816.851742081416887
15800,-20411.467471465453855,429.06889806264541676,246.11050812702706025,0.95989139416128876903,66816.851742081416887
15900,-20390.579683076644869,432.44035364799134413,118.97439260556990348,0.95989139416128899107,66816.851742081416887
16000,-20405.21710029784299,431.38528412417127811,-106.61109570164438765,0.95989139416128876903,66816.851742081416887
16100,-20392.705154209219472,409.69549112748916286,48.640421204798407473,0.95989139416128899107,66816.851742081416887
16200,-20435.668989037043502,417.02399673425435367,-228.51803561801025921,0.95989139416128899107,66816.851742081416887
16300,-20426.318129327264614,428.0848925171366659,46.876061692505047063,0.95989139416128899107,66816.851742081416887
16400,-20405.547905111896398,430.26475346760770435,-62.467862502356233279,0.95989139416128899107,66816.851742081416887
16500,-20404.096281916707085,426.79275438378374474,506.68276759735675796,0.95989139416128899107,66816.851742081416887
16600,-20438.132893182249973,433.33360607580215174,-207.46397148370311925,0.95989139416128876903,66816.851742081416887
16700,-20420.696363668626873,429.03086930411382127,-99.277800953902968217,0.95989139416128899107,66816.851742081416887
16800,-20419.104117834107456,423.63084974058381249,58.087247662527168757,0.95989139416128899107,66816.851742081416887
16900,-20429.802120942593319,424.38282507182907466,210.55502747513659756,0.95989139416128876903,66816.851742081416887
17000,-20417.168995320378599,422.09927970201823655,146.1367966320690357,0.95989139416128899107,66816.851742081416887
17100,-20390.327298742620769,420.81748645342293003,-436.43676877973160799,0.95989139416128899107,66816.851742081416887
17200,-20348.634349707994261,422.06110238123017098,375.12311397172845773,0.95989139416128899107,66816.851742081416887
17300,-20263.805816817835876,431.25904098498762096,-248.29638187215667244,0.95989139416128910209,66816.851742081416887
17400,-20344.763575100940216,446.30397798708082746,335.730941832766689,0.95989139416128910209,66816.851742081416887
17500,-20398.565030846642912,441.22860002827036396,43.644408888951048198,0.95989139416128899107,66816.851742081416887
17600,-20418.398146285653638,427.96462726680493915,324.81007247909076341,0.95989139416128899107,66816.851742081416887
17700,-20368.475869619967852,412.78092898798308852,-351.08842157376921023,0.95989139416128899107,66816.851742081416887
17800,-20496.444580542549375,433.10226501722843295,-449.81164068501522024,0.95989139416128899107,66816.851742081416887
17900,-20477.738871072506299,434.60962738460921173,-50.949213505998841356,0.95989139416128899107,66816.851742081416887
18000,-20347.684527018867811,431.29087686342251118,-87.954288443005026465,0.95989139416128899107,66816.851742081416887
18100,-20355.790346237321501,436.93818887515328697,26.913701042958717125,0.95989139416128899107,66816.851742081416887
18200,-20324.9975990656676,419.31260935782302113,-66.704227430015478717,0.95989139416128899107,66816.851742081416887
18300,-20389.798620510387991,420.3221362826311065,122.47149567479792154,0.95989139416128899107,66816.851742081416887
18400,-20399.392615829390706,421.76492438009296393,704.32469999860325061,0.95989139416128899107,66816.851742081416887
18500,-20434.972425290157844,427.94796502258918736,950.59627651751350186,0.95989139416128899107,66816.851742081416887
18600,-20420.600077371283987,422.57240435831403147,-354.41158966699623534,0.95989139416128899107,66816.851742081416887
18700,-20486.492731339771126,425.58601827453639999,-186.63056822527039458,0.95989139416128899107,66816.851742081416887
18800,-20473.76485793093525,414.52407339061483071,96.543165833097930317,0.95989139416128876903,66816.851742081416887
18900,-20444.365199991072586,423.19334512047180397,177.73462310309523104,0.95989139416128899107,66816.851742081416887
19000,-20444.707545138960995,434.69353858660565493,-242.1710068067351358,0.95989139416128899107,66816.851742081416887
19100,-20353.708950396423461,421.40565232857159117,-438.34385277713101914,0.95989139416128899107,66816.851742081416887
19200,-20469.096715977757412,440.76597092258708699,-19.040450989633310286,0.95989139416128876903,66816.851742081416887
19300,-20403.951145616745634,425.81385004419888674,-118.74214042235203692,0.95989139416128899107,66816.851742081416887
19400,-20430.513088422365399,417.44534213081999496,296.31999160523014325,0.95989139416128899107,66816.851742081416887
19500,-20484.866794575798849,421.21292006116527773,18.194030357270168707,0.95989139416128899107,66816.851742081416887
19600,-20441.441147461144283,426.65809289785818237,205.73174748740214568,0.95989139416128876903,66816.851742081416887
19700,-20378.939483775968256,431.30197894294383332,244.55647551369554549,0.95989139416128899107,66816.851742081416887
19800,-20368.363072628453665,427.45559007364101944,149.33413654271868154,0.95989139416128910209,66816.851742081416887
19900,-20379.722144831510377,419.32183058805713927,375.45258637595446771,0.95989139416128899107,66816.851742081416887
20000,-20410.984099182387581,414.77065025057891035,-280.83703508143378258,0.95989139416128899107,66816.851742081416887
20100,-20415.216566801558656,418.52426773900907619,-8.0923769449793603314,0.95989139416128899107,66816.851742081416887
20200,-20405.80000320189356,421.84287378170705551,447.46451558600983844,0.95989139416128899107,66816.851742081416887
20300,-20379.408075233652198,421.7343517343546182,303.39795207797988041,0.95989139416128899107,66816.851742081416887
20400,-20430.505013767207856,426.92668859025667416,364.00023049802433661,0.95989139416128876903,66816.851742081416887
20500,-20507.379069115493621,427.08842188444776866,307.52336821696269453,0.95989139416128899107,66816.851742081416887
20600,-20412.928038272038975,402.97146339668807968,-335.59099191841625043,0.95989139416128899107,66816.851742081416887
20700,-20528.978591488317761,436.75944902782316603,-240.43926019807290118,0.95989139416128899107,66816.851742081416887
20800,-20381.375941766898904,423.08084720770790454,-536.05422387632154368,0.95989139416128899107,66816.851742081416887
20900,-20369.832054961549147,425.87913690127095379,686.66937829269670601,0.95989139416128899107,66816.851742081416887
21000,-20377.299739395311917,428.49421507961170619,515.55789327080344719,0.95989139416128899107,66816.851742081416887
21100,-20371.809588127736788,424.23715080479684048,-359.31256414868090587,0.95989139416128899107,66816.851742081416887
21200,-20447.581245485889667,420.90065798098538608,-321.65172918407620273,0.95989139416128899107,66816.851742081416887
21300,-20430.689398031085148,414.22871915036841983,-321.55102421412624381,0.95989139416128899107,66816.851742081416887
21400,-20475.26127394829382,433.28579551866886277,477.37571177567872382,0.95989139416128899107,66816.851742081416887
21500,-20327.650644771707448,421.25553883685068968,121.89454225960318468,0.95989139416128910209,66816.851742081416887
21600,-20374.769873318233294,428.03360152044047027,-362.00688860052434848,0.95989139416128899107,66816.851742081416887
21700,-20396.271031360556663,427.36266752851838646,43.395024277120505474,0.95989139416128876903,66816.851742081416887
21800,-20351.911907870995492,419.98084017639695276,-271.92058323273732867,0.95989139416128899107,66816.851742081416887
21900,-20409.710095896465646,430.96844118874287233,-57.564946446285411241,0.95989139416128899107,66816.851742081416887
22000,-20409.799351453995769,423.76567225991692567,663.57824364243720083,0.95989139416128899107,66816.851742081416887
22100,-20431.548252055552439,409.9238821384236644,-251.01130648724924299,0.95989139416128899107,66816.851742081416887
22200,-20426.278953898130567,413.5251805617688774,212.77591453932799936,0.95989139416128899107,66816.851742081416887
22300,-20354.416252369373979,416.43320359934591579,99.514901980686147454,0.95989139416128876903,66816.851742081416887
22400,-20414.864871993442648,430.11485580108262639,2.7978590256913271617,0.95989139416128876903,66816.851742081416887
22500,-20436.64811573525003,429.14578712669856486,698.98682425980564403,0.95989139416128899107,66816.851742081416887
22600,-20490.13919569920472,429.68212073204227863,-128.72947510847637886,0.95989139416128899107,66816.851742081416887
22700,-20496.0456092450695,425.12497034284359643,-299.56949754305975375,0.95989139416128899107,66816.851742081416887
22800,-20442.541571186782676,419.57168481070056032,-487.54601310333623587,0.95989139416128910209,66816.851742081416887
22900,-20381.096290621131629,427.1100142808605824,416.06595421233197385,0.95989139416128899107,66816.851742081416887
23000,-20307.880492895452335,424.13757891701715153,246.05716222428227979,0.95989139416128899107,66816.851742081416887
23100,-20371.683511616523901,432.1641498944904356,525.65576284240648874,0.95989139416128910209,66816.851742081416887
23200,-20454.515987589151337,426.51623160339340757,598.95992735614743196,0.95989139416128910209,66816.851742081416887
23300,-20422.561494387933635,416.37057463886247888,-157.32083391254144544,0.95989139416128899107,66816.851742081416887
23400,-20454.548983165728714,426.45485216584535237,13.014843559406873652,0.95989139416128899107,66816.851742081416887
23500,-20453.24616665240319,429.01338580737080974,-208.43489935282309489,0.95989139416128899107,66816.851742081416887
23600,-20403.633923409150157,432.36457826047563913,201.24273070070779568,0.95989139416128899107,66816.851742081416887
23700,-20375.561759979693306,441.38180442249057478,108.97798393959301677,0.95989139416128876903,66816.851742081416887
23800,-20388.205083286036825,436.50491916245175616,-533.43809767995685434,0.95989139416128876903,66816.851742081416887
23900,-20424.205594205035595,424.84578922618845809,-347.25595753298807722,0.95989139416128899107,66816.851742081416887
24000,-20447.703340753469092,427.92140972579056779,-362.11759618926839721,0.95989139416128899107,66816.851742081416887
24100,-20465.902267226942058,434.21665399324666623,-153.43922132397162272,0.95989139416128910209,66816.851742081416887
24200,-20407.53160904959077,430.95141991018243743,551.64792984495738892,0.95989139416128876903,66816.851742081416887
24300,-20412.150816300916631,439.05925674572671369,234.53963524329495272,0.95989139416128899107,66816.851742081416887
24400,-20402.939979675342329,440.30115180659140606,129.65370209176657568,0.95989139416128899107,66816.851742081416887
24500,-20369.175750630049151,417.62530657259532063,72.122583988039423275,0.95989139416128899107,66816.851742081416887
24600,-20509.415437356667098,433.55756039223206244,4.7785540231986303183,0.95989139416128899107,66816.851742081416887
24700,-20467.628170920106641,427.70434441258930747,-132.86546975224271705,0.95989139416128899107,66816.851742081416887
24800,-20426.413022607139283,424.8102255824970257,86.309962414187523905,0.95989139416128899107,66816.851742081416887
24900,-20317.942726130571828,425.25925787722366067,610.84941402657216258,0.95989139416128910209,66816.851742081416887
25000,-20410.336244150112179,441.86982433854547025,340.86209088720772797,0.95989139416128899107,66816.851742081416887
25100,-20352.708653811107069,418.11284570995888998,669.35811261067465239,0.95989139416128899107,66816.851742081416887
25200,-20410.875961550184002,420.06492825732186702,-246.84564028630839516,0.95989139416128899107,66816.851742081416887
25300,-20429.385938969317067,424.60113880028467293,397.95278570605535151,0.95989139416128910209,66816.851742081416887
25400,-20362.859988250278548,417.82914881238804128,253.84462738082964961,0.95989139416128876903,66816.851742081416887
25500,-20387.065892026483198,431.93230601037095084,289.18899590224526719,0.95989139416128899107,66816.851742081416887
25600,-20386.721866562162177,448.61842870022081797,265.07859660672903601,0.95989139416128910209,66816.851742081416887
25700,-20412.065149946996826,439.96204838258461223,89.224299872259138056,0.95989139416128910209,66816.851742081416887
25800,-20380.455971653129382,425.59819651907491789,-173.75309168093687617,0.95989139416128899107,66816.851742081416887
25900,-20405.105067701992084,421.98769715868894536,185.33206575731776411,0.95989139416128876903,66816.851742081416887
26000,-20441.296725733398489,421.41219164948506659,482.61667381997648363,0.95989139416128899107,66816.851742081416887
26100,-20417.612309984484455,415.50739543842092871,-123.8079931490817529,0.95989139416128899107,66816.851742081416887
26200,-20485.574854322883766,431.86297423058096001,-321.90776330691153362,0.95989139416128876903,66816.851742081416887
26300,-20383.063205373233359,431.15641092299631509,91.626068356753066269,0.95989139416128899107,66816.851742081416887
26400,-20348.732476047825912,430.69739302514807378,390.04649123540076516,0.95989139416128899107,66816.851742081416887
26500,-20440.023632997370441,430.1819425514059958,159.94972761810279849,0.95989139416128910209,66816.851742081416887
26600,-20432.141579905437538,418.903015231110885,454.5689826955262447,0.95989139416128899107,66816.851742081416887
26700,-20414.027386690300773,420.41112245315270002,-140.5076521883188434,0.95989139416128910209,66816.851742081416887
26800,-20390.656397020946315,426.81188084032879715,-327.96437554138242376,0.95989139416128899107,66816.851742081416887
26900,-20390.037820194724191,434.72616887804940689,-119.34772798848277375,0.95989139416128876903,66816.851742081416887
27000,-20397.205802283533558,436.21872658813703083,265.54234219263145178,0.95989139416128899107,66816.851742081416887
27100,-20452.864312632282235,421.92118294327781314,235.54405277539916597,0.95989139416128899107,66816.851742081416887
27200,-20445.774578107200796,417.39832359167763798,368.67381240758595595,0.95989139416128899107,66816.851742081416887
27300,-20359.380228574718785,415.14890648246779392,-146.24134490657527863,0.95989139416128899107,66816.851742081416887
27400,-20350.61034325214132,427.89514229217974162,-162.03812567951800361,0.95989139416128899107,66816.851742081416887
27500,-20358.987798797526921,428.1724225254480416,-142.43075833787526108,0.95989139416128899107,66816.851742081416887
27600,-20441.480975647704327,429.62451822053924388,265.65006507010571113,0.95989139416128899107,66816.851742081416887
