step,epair,temperature,pressure,density,num,volume
5800,-19617.352167377339356,415.7424375940974528,-180.38942792309532592,0.96334388208118548746,2061,64000
5900,-19719.53985468677638,429.1192284018862324,141.79360453381099205,0.96614837664328490074,2067,64000
6000,-19833.069747741690662,429.73545813662593673,251.31373351650924519,0.96942028696573445679,2074,64000
6100,-19794.987815949727519,420.37522463271130846,369.32882085463336352,0.96755062392433432983,2070,64000
6200,-19804.493654886664444,415.75797589932170695,-33.671851570211138949,0.96661579240363482146,2068,64000
6300,-19764.752877353312215,426.14706892385066794,97.213341147654020347,0.96474612936223480553,2064,64000
6400,-19769.230553475237684,430.25366808435330768,771.55958486700001231,0.96801803968468469463,2071,64000
6500,-19657.075348310929257,427.5943316054321599,776.24474585087000378,0.96474612936223524962,2064,64000
6600,-19605.718906702266395,432.01399861370310873,597.99002621307170102,0.96194163480013561429,2058,64000
6700,-19656.691571477054822,423.8820255841656035,619.20638641380787703,0.96287646632083523368,2060,64000
6800,-19750.252573779485829,418.71189822530817537,598.5231172055970319,0.96614837664328478972,2067,64000
6900,-19834.399972231978609,427.66330511599221609,162.48970456667447593,0.96755062392433444085,2070,64000
7000,-19804.979331721042399,438.32685538577948137,-182.98837630611831173,0.9642787136018853289,2063,64000
7100,-19783.405145976325002,415.73673207124852524,-245.85955211822013666,0.96334388208118537644,2061,64000
7200,-19722.738161157325521,410.37661819786882234,61.528016707342032987,0.96381129784153507511,2062,64000
7300,-19776.418707535183785,430.13547859182017419,680.31931131338205887,0.96614837664328456768,2067,64000
7400,-19729.158719731298333,432.48778067004303693,627.79736997160625833,0.96334388208118548746,2061,64000
7500,-19760.931815860069037,420.22738062840846851,711.29046450974192339,0.96568096088293464696,2066,64000
7600,-19843.783759145269869,419.47484984496514926,782.91236617886875138,0.96942028696573412372,2074,64000
7700,-19722.218797400095355,434.27142039886160774,571.42043737014671478,0.96381129784153485307,2062,64000
7800,-19603.166576100480597,431.27577471269410125,314.61953716385653479,0.96240905056048531296,2059,64000
7900,-19551.686887703057437,420.33913296199801835,486.82647602635665862,0.96147421903978536051,2057,64000
8000,-19510.364200464551686,435.04643721853744864,114.96106472634150464,0.95773489295698643886,2049,64000
8100,-19607.546829313305352,443.54999724519825577,763.35329908629614692,0.96240905056048531296,2059,64000
8200,-19683.878757630129257,416.76973365932298066,755.69441835442125921,0.96755062392433432983,2070,64000
8300,-19614.175266854286747,418.64083575047834529,398.54208131781808788,0.96381129784153518614,2062,64000
8400,-19687.781390605407069,433.82235811352472865,475.01653990986193321,0.96661579240363471044,2068,64000
8500,-19682.811187952251203,429.75701857009823925,535.10970067676021245,0.96568096088293464696,2066,64000
8600,-19631.989428369568486,418.48401955125871154,114.28547437524829888,0.96240905056048531296,2059,64000
8700,-19631.544345047092065,418.99212804218899464,-114.73924709118068677,0.96194163480013528122,2058,64000
8800,-19687.766208563465625,421.30431230158490052,365.29301082338605511,0.96568096088293464696,2066,64000
8900,-19680.487098413039348,425.47717630352144624,648.76262047514967435,0.96661579240363482146,2068,64000
9000,-19433.456409995182185,430.21091654180435171,446.80469338202425433,0.95726747719663618508,2048,64000
9100,-19415.411351936894789,426.05324227630484302,471.45357243690608584,0.95726747719663662917,2048,64000
9200,-19356.892777898487111,427.47315847551885781,271.94223404527963339,0.95539781415523661323,2044,64000
9300,-19456.18935381483243,434.64728643680035702,597.99199828107032317,0.95726747719663607405,2048,64000
9400,-19395.273856437808718,424.73707391776389386,159.50398726897881829,0.95306073535348689862,2039,64000
9500,-19477.542650437299017,419.79417762465533315,78.250994215189379588,0.95539781415523683528,2044,64000
9600,-19476.041657107150968,422.12994519130887738,441.39781172775195728,0.95773489295698588375,2049,64000
9700,-19342.581124511223607,431.44898387460517597,437.99099134384834997,0.95399556687418685108,2041,64000
9800,-19358.47549917566721,429.65886663955160429,407.7171750943627444,0.95493039839488691456,2043,64000
9900,-19437.759408985144546,428.36869002520245431,554.71614642194242606,0.95773489295698632784,2049,64000
10000,-19322.255850426987308,425.43505332423984555,78.68590987795504077,0.95212590383278683515,2037,64000
10100,-19404.398063139029546,421.91031844166974452,137.43906694618249276,0.95493039839488669251,2043,64000
10200,-19300.84200674886597,423.83735542916645045,-318.01619293227037133,0.94978882503103778667,2032,64000
10300,-19480.984080463713326,429.37904871473602952,108.5083666167214318,0.95773489295698588375,2049,64000
10400,-19436.034443617762008,434.68650152603458992,40.259525999774581351,0.95446298263453666078,2042,64000
10500,-19400.756228833241039,424.08230278954954429,-30.408196868362317389,0.95306073535348656556,2039,64000
10600,-19370.869336994674086,414.800918174342371,-223.79571443047822754,0.95119107231208732678,2035,64000
10700,-19462.125729564162611,432.51800981962020387,100.10611663470898236,0.9544629826345367718,2042,64000
10800,-19392.320742667536251,437.46082959440008153,-78.715398687198430139,0.95119107231208699371,2035,64000
10900,-19367.58148285509742,414.32528562382748305,-28.361032229010469052,0.95165848807243735852,2036,64000
11000,-19489.479440955547034,409.34657974929410784,73.888366056017488859,0.95726747719663618508,2048,64000
11100,-19467.04130715113206,441.73402511006105442,197.89215428756989468,0.95586522991558664497,2045,64000
11200,-19581.040483328433766,427.97898454500443677,370.32278855076111768,0.96053938751908596316,2055,64000
11300,-19539.643943128299725,416.71596162607465885,358.38634520731420707,0.95913714023803542386,2052,64000
11400,-19496.818834411398711,418.92164785320784404,652.64616619121602525,0.95773489295698588375,2049,64000
11500,-19502.782112058899656,433.55863443822562431,856.32863487075724152,0.95913714023803586795,2052,64000
11600,-19401.057669901903864,431.18718575990749287,321.30404530368070937,0.95493039839488669251,2043,64000
11700,-19409.935704795600032,419.88188212698833013,262.90181328847864961,0.95493039839488647047,2043,64000
11800,-19435.14044874307001,420.7356067000918074,-7.280501887306993325,0.95446298263453710486,2042,64000
11900,-19273.277115316952404,430.49882381174955981,-620.40202587093415332,0.94745174622928829411,2027,64000
12000,-19324.478946341496339,435.18675117126474561,-385.15762166281120926,0.95119107231208732678,2035,64000
12100,-19480.797211390814482,427.05806837141216192,364.57283898079640494,0.95913714023803586795,2052,64000
12200,-19497.815025236624933,419.22167702443005055,449.24536087086113412,0.95960455599838567764,2053,64000
12300,-19509.597159015607758,423.28302202618749561,202.73532856865475082,0.95866972447768572518,2051,64000
12400,-19488.124910116272076,442.44552547950286225,21.408474234152151894,0.95726747719663618508,2048,64000
12500,-19484.313828621929133,440.19952431833581841,62.45926886590925875,0.95866972447768594723,2051,64000
12600,-19436.024804833217786,418.39278865010612662,-304.56928969890805092,0.95633264567593645467,2046,64000
12700,-19447.635852469593374,421.56157913239155732,-211.60156346430997587,0.95680006143628626436,2047,64000
12800,-19389.888623536298837,431.86990670934909531,-49.077262043097704236,0.95306073535348689862,2039,64000
12900,-19385.384258198770112,432.96564425247180452,219.04015964168627306,0.95259331959313664484,2038,64000
13000,-19411.832890459725604,415.26684322965991214,-60.00178535297118998,0.95306073535348689862,2039,64000
13100,-19443.506019174717949,419.88544025667880533,77.730670186267659005,0.95399556687418674006,2041,64000
13200,-19511.813990038332122,424.56925327743567777,87.166394897509803741,0.95773489295698632784,2049,64000
13300,-19403.32421454022915,422.25558026825268598,85.954987017165848329,0.95586522991558664497,2045,64000
13400,-19441.78525914477359,425.7247539494090347,513.51602693278528022,0.95866972447768605825,2051,64000
13500,-19451.983429139101645,430.18549476792810538,196.10203241859119316,0.95726747719663640712,2048,64000
13600,-19503.326240872189373,424.92058131587310754,611.57861138303167081,0.96007197175873559836,2054,64000
13700,-19463.36435272106246,421.983367203164903,385.50432501126738316,0.95726747719663640712,2048,64000
13800,-19459.197781535243848,432.3424828310020871,338.94547527355683769,0.9568000614362864864,2047,64000
13900,-19462.681460309955582,437.05498545993066273,617.57017113584493018,0.95913714023803586795,2052,64000
14000,-19388.563688256454043,418.9508339310019096,550.39659710595537945,0.95773489295698632784,2049,64000
14100,-19374.419289939694863,418.2952341795527218,316.28427962506833637,0.95586522991558686702,2045,64000
14200,-19399.269993888603494,438.81113602857777778,284.9085010296589644,0.9544629826345367718,2042,64000
14300,-19421.998524342270684,434.67181701567983509,588.51916069617595895,0.95633264567593700978,2046,64000
14400,-19422.53231098195829,418.3021207575783933,551.87777443088452856,0.95633264567593623262,2046,64000
14500,-19462.280234332476539,421.15469423987309483,461.96934306987026275,0.95820230871733602651,2050,64000
14600,-19394.570497026408702,422.52606403102589638,336.99198575595829652,0.95726747719663618508,2048,64000
14700,-19307.115136132513726,426.44815868655422264,315.07366638266017844,0.95399556687418674006,2041,64000
14800,-19436.451456717783003,435.93556245810600558,114.76126408392228484,0.95773489295698588375,2049,64000
14900,-19504.998242015692085,426.60026101014028654,157.11923372119150599,0.95960455599838567764,2053,64000
15000,-19535.974866095210018,422.14148447672408793,169.91766262429442236,0.96100680327943543979,2056,64000
15100,-19438.192990349143656,422.23810205157769815,27.432689668214095491,0.95773489295698610579,2049,64000
15200,-19438.956795245536341,428.00826066691490723,266.45499282477851466,0.95913714023803586795,2052,64000
15300,-19484.90394388437926,435.49911410709790971,317.3530104048242606,0.96100680327943566184,2056,64000
15400,-19467.916577782019885,424.55774856156091346,-236.0337094024074247,0.95820230871733602651,2050,64000
15500,-19543.933812505718379,418.50718565056644138,181.61712670609733777,0.96100680327943543979,2056,64000
15600,-19458.879277259213268,425.31056925526775103,1.8028205940052224321,0.95633264567593623262,2046,64000
15700,-19438.942191784051829,430.37834728597454159,-213.48179280790856183,0.95446298263453666078,2042,64000
15800,-19544.0825801503197,424.55913640222917138,65.387559465609598419,0.96053938751908596316,2055,64000
15900,-19435.540983586353832,418.29603127692428188,-608.80988512970179727,0.95493039839488691456,2043,64000
16000,-19539.679774814852863,424.47433766396466126,-238.45499413374466258,0.95820230871733602651,2050,64000
16100,-19619.378921748342691,436.0583655679585604,-459.40174709999564584,0.95960455599838612173,2053,64000
16200,-19564.217963229693851,418.06450216255410623,-720.00490929635270732,0.95866972447768605825,2051,64000
16300,-19479.284492685816076,408.03097732930928032,-651.45330215374963245,0.9568000614362864864,2047,64000
16400,-19520.442042271784885,424.13431219699305075,-253.67479095933435929,0.95866972447768605825,2051,64000
16500,-19590.724923333586048,428.40724235468661618,215.60121210076653142,0.96240905056048553501,2059,64000
16600,-19577.933331451007689,429.64284896151525572,283.29737846553041436,0.96147421903978569357,2057,64000
16700,-19541.250602814434387,422.1082205235208562,222.96278202200628016,0.96053938751908574112,2055,64000
16800,-19529.833595039814099,415.46609998156588972,-44.867024219190774659,0.95866972447768572518,2051,64000
16900,-19627.033241771590838,429.83872276519292654,-181.74326962179975453,0.96100680327943566184,2056,64000
17000,-19604.558106451753702,442.84069265774496671,-101.92184739051700149,0.95960455599838589968,2053,64000
17100,-19543.675533594090666,419.73288995664506729,-363.48086711152069483,0.95773489295698632784,2049,64000
17200,-19424.158121749569545,416.69380951810069291,-314.16244215881056334,0.95352815111383693036,2040,64000
17300,-19524.138008377169172,425.79381744071866933,100.38295278578173964,0.95866972447768594723,2051,64000
17400,-19498.538662080209178,428.64900073726062146,-66.795280649311379761,0.95726747719663607405,2048,64000
17500,-19600.558822046117712,429.59825324143702119,75.482786693276437973,0.96100680327943566184,2056,64000
17600,-19556.073778509635304,414.17617607853850359,-276.62437732107468946,0.95820230871733624856,2050,64000
17700,-19650.051493989933078,417.60666285966124178,-272.51779677269547619,0.96053938751908574112,2055,64000
17800,-19669.543538891626667,432.42970549871876074,-126.55159512096474828,0.9600719717587358204,2054,64000
17900,-19634.953648500690178,425.38701828506913216,-85.846164961170757124,0.96194163480013561429,2058,64000
18000,-19566.161204407242622,415.43604130789526607,154.60630373691654427,0.96240905056048553501,2059,64000
18100,-19575.177194868410879,418.25351308127869743,148.81436041476166565,0.96521354512258528136,2065,64000
18200,-19515.594162801229686,428.82178196510852786,-7.7121908311852198636,0.9610068032794359949,2056,64000
18300,-19485.015532763674855,435.00924206619356482,151.21927465230939447,0.95866972447768594723,2051,64000
18400,-19388.85561004522242,418.19040545790255692,-249.97772715607058558,0.95399556687418685108,2041,64000
18500,-19357.297582794846676,419.15653161668984694,-329.4104317423702355,0.95165848807243758056,2036,64000
18600,-19369.277006739132048,439.48743848064674467,-181.29199281545461986,0.95119107231208732678,2035,64000
18700,-19257.218771015686798,435.20062264288975484,-241.70501982111935035,0.94791916198963788176,2028,64000
18800,-19412.446165460849443,414.24061842323038718,202.83959569391885225,0.95586522991558664497,2045,64000
18900,-19444.828704564035434,425.42121244851864503,211.50511109451937841,0.95493039839488691456,2043,64000
19000,-19569.354771864298527,430.80763766585118901,198.89857443553938765,0.96007197175873615347,2054,64000
19100,-19513.035800996556645,424.85112981480091321,264.29537559363416221,0.95773489295698632784,2049,64000
19200,-19395.190063390225987,415.62986918117695723,-53.987471830197797829,0.95306073535348689862,2039,64000
19300,-19499.246362372796284,423.4018214382080032,-175.32037675447276115,0.95633264567593656569,2046,64000
19400,-19561.92657506406249,443.47096349564628781,95.18943860117971667,0.95726747719663662917,2048,64000
19500,-19569.245557058871782,422.75431984879065794,200.63847320540688202,0.9586697244776862803,2051,64000
19600,-19625.549471328205982,413.52751762358445831,660.10895470987213685,0.96240905056048531296,2059,64000
19700,-19675.980142862445064,429.1410144618022855,921.32338726008822505,0.96381129784153518614,2062,64000
19800,-19648.733076859902212,428.61549429314334247,371.79661074918010399,0.96334388208118537644,2061,64000
19900,-19584.882664900022064,425.57147177292080187,163.36639853900848607,0.96053938751908607419,2055,64000
20000,-19610.511046087725845,427.30752134620541938,249.83544463072223607,0.96100680327943577286,2056,64000
20100,-19633.783191559574334,420.49355150516544199,355.8599156904880374,0.96147421903978569357,2057,64000
20200,-19589.785073661740171,417.22557453390419369,453.78204660677982929,0.96053938751908596316,2055,64000
20300,-19537.015137521204451,429.05654257821117881,254.43565847974136318,0.95960455599838589968,2053,64000
20400,-19566.421201240045775,432.19711107197838373,372.85577106707222583,0.96100680327943543979,2056,64000
20500,-19348.034767352404742,424.63860579040618859,-436.05709778806220811,0.95259331959313719995,2038,64000
20600,-19532.436315037139138,415.28810619887900657,-364.0139877338116321,0.95960455599838567764,2053,64000
20700,-19572.688153879455058,412.64717816281728346,-328.29183539450292528,0.96007197175873559836,2054,64000
20800,-19570.055345991113427,433.90460096561781711,-432.29762466130171106,0.95773489295698643886,2049,64000
20900,-19566.391277945676848,434.75975151356539072,-368.19872958349407099,0.95866972447768605825,2051,64000
21000,-19528.020740628096974,415.0429305380681626,-246.76980962058618729,0.95960455599838567764,2053,64000
21100,-19481.88924149777813,426.05807049345031601,-466.62711991314552051,0.95680006143628593129,2047,64000
21200,-19483.096388185564138,446.73105145663959092,-566.31403762614752395,0.9558652299155863119,2045,64000
21300,-19582.53242519840569,426.38129783121411265,-107.58832293158694426,0.96053938751908574112,2055,64000
21400,-19537.6601829336214,421.31919629215315126,-168.98882818313626331,0.95820230871733580447,2050,64000
21500,-19556.541744753754756,428.38942023877717702,-76.838903159271907839,0.9586697244776862803,2051,64000
21600,-19694.695647831635142,429.14299137495606828,673.27087214459334064,0.96568096088293464696,2066,64000
21700,-19605.667845211239182,430.15484361593678386,243.31077833920758735,0.96240905056048531296,2059,64000
21800,-19650.090143656576402,427.31859611020433931,-52.233833806986673665,0.96287646632083545573,2060,64000
21900,-19689.879385994303448,420.48997640711507984,-241.25045612823018359,0.96287646632083501164,2060,64000
22000,-19644.915839464854798,416.87166173490942356,-434.2144523930915625,0.96100680327943566184,2056,64000
22100,-19550.599484110658523,425.8934553686824529,-542.28258735700990201,0.95820230871733602651,2050,64000
22200,-19504.498620707323425,428.9104251403674084,-305.13682752082735306,0.95726747719663640712,2048,64000
22300,-19564.95958971210348,424.80272031240832575,-263.13324096209260006,0.95913714023803597897,2052,64000
22400,-19580.663145310587424,422.33156052666299729,3.698079320312945395,0.96053938751908596316,2055,64000
22500,-19507.734772239724407,433.48538321687789221,13.545660764595190528,0.95726747719663662917,2048,64000
22600,-19526.081644345282257,438.56732988417371644,271.18316402723093006,0.95866972447768605825,2051,64000
22700,-19489.542883676076599,409.0754003674464343,648.87157326992655726,0.9610068032794359949,2056,64000
22800,-19420.967118180473335,414.29090923992947637,262.16984750936649107,0.95773489295698643886,2049,64000
22900,-19442.236697551939869,438.1300895858818194,78.518014825187194106,0.95680006143628626436,2047,64000
23000,-19487.014667826038931,433.87205582145628568,-164.18536291323977139,0.95680006143628626436,2047,64000
23100,-19459.024211580006522,418.84906909367668959,-396.62701720023352436,0.9568000614362864864,2047,64000
23200,-19478.602746641499834,421.52887668845033886,-228.23897767047583329,0.95773489295698632784,2049,64000
23300,-19565.412181353283813,439.46979850181025995,-65.313347444532908526,0.96053938751908607419,2055,64000
23400,-19631.800414960256603,427.36399097676411429,54.580853910065194157,0.96287646632083556675,2060,64000
23500,-19752.776842126342672,415.13541830870838112,-133.71103942583229696,0.96755062392433488494,2070,64000
23600,-19746.352890290723735,423.41053164283107435,-150.51890697314757972,0.96614837664328478972,2067,64000
23700,-19685.636717740148015,425.62976636268223274,-9.5722461352755647823,0.96614837664328478972,2067,64000
23800,-19757.944984916699468,429.55879627837862245,668.81836053619872473,0.97035511848643385413,2076,64000
23900,-19696.396586914441286,432.60237416667308707,589.78232036505494307,0.96614837664328490074,2067,64000
24000,-19662.107344886000647,411.07807221317113999,513.59925315045802563,0.96568096088293464696,2066,64000
24100,-19701.581894610808376,416.82526973582656638,350.44955101026471311,0.96661579240363482146,2068,64000
24200,-19679.312218138999015,430.1115306541719292,345.55465137500289075,0.9647461293622346945,2064,64000
24300,-19697.622341422364116,427.08097703490903996,501.35582232117258172,0.96755062392433444085,2070,64000
24400,-19545.218487613194156,424.48634308366882806,-83.90411586555147494,0.96100680327943521775,2056,64000
24500,-19496.268744757475361,417.7498648474232823,-381.71754205770832868,0.95820230871733580447,2050,64000
24600,-19586.870189762761584,413.81791505927208163,-283.11918856234359509,0.96147421903978569357,2057,64000
24700,-19602.041618035917054,430.21388427577818447,-72.229279029872387241,0.96194163480013528122,2058,64000
24800,-19622.377014265093749,435.56746937852255996,41.891542596186553737,0.96194163480013583634,2058,64000
24900,-19617.016478260291478,421.32151827468010197,136.79288455981625816,0.96334388208118537644,2061,64000
25000,-19456.59087779971378,416.55460973679134895,-404.21607269227064307,0.9568000614362864864,2047,64000
25100,-19520.168468897532875,425.24065913862631305,-364.58763707844929058,0.95960455599838612173,2053,64000
25200,-19615.633702201695996,428.77198589175429788,-169.5863099409135657,0.9633438820811851544,2061,64000
25300,-19555.473821845152997,426.14913419647524506,-85.070248246512164769,0.9610068032794359949,2056,64000
25400,-19616.662020675204985,423.23818595321205294,254.76572352873182581,0.96334388208118537644,2061,64000
25500,-19597.437019969438552,422.88654394589627827,209.72119080031762905,0.96053938751908574112,2055,64000
25600,-19669.448599666036898,419.55957268049706954,175.28027047286292373,0.96334388208118537644,2061,64000
25700,-19668.549852675707371,427.99149881285597985,217.36711757813199597,0.96240905056048575705,2059,64000
25800,-19605.026362245993369,429.43374355747801019,269.48845684407626777,0.96147421903978591562,2057,64000
25900,-19544.868302838160162,431.72467645691534699,234.73362074892057194,0.95960455599838589968,2053,64000
26000,-19579.969468623592547,432.95906327890213561,110.68229389726046463,0.96007197175873615347,2054,64000
26100,-19617.599239847488207,420.9473544710943429,-89.932179581761630516,0.96053938751908607419,2055,64000
26200,-19591.461549244922935,420.6782540901032803,-276.86863368216535264,0.95726747719663696223,2048,64000
26300,-19711.269766061086557,426.82256058000541543,41.184960446200918227,0.96194163480013583634,2058,64000
26400,-19590.385145385622309,433.87590884572671257,-309.63045258101738,0.95726747719663674019,2048,64000
26500,-19554.45940292060186,443.44708383228709181,-39.631251837189999776,0.95773489295698666091,2049,64000
26600,-19419.559956172179227,426.56503103367111862,-492.45843587606998426,0.9511910723120874378,2035,64000
26700,-19561.045067320825183,417.30043197054709481,-175.05781748410632304,0.95773489295698610579,2049,64000
26800,-19561.682087118148047,432.15341074645419894,-551.15217106179454731,0.95539781415523661323,2044,64000
26900,-19609.456566739998379,426.38747017183692378,-546.64638495623614745,0.9568000614362864864,2047,64000
27000,-19624.769770783350396,407.0613110581799674,-700.51595583560754221,0.95960455599838589968,2053,64000
27100,-19590.298746180731541,423.60452319533567334,-527.9634338727313434,0.9591371402380356459,2052,64000
27200,-19553.417635374251404,433.23402705322831707,-536.96414802954052448,0.95773489295698610579,2049,64000
27300,-19575.955129688070883,429.9523982916176692,-431.17038702452185817,0.95820230871733624856,2050,64000
27400,-19561.859870066149597,418.92782775678460894,-569.51804844760624746,0.95633264567593656569,2046,64000
27500,-19566.632483587414754,417.93446420344713488,-487.60373780723040227,0.95773489295698666091,2049,64000
27600,-19605.667566643965984,429.42727573892233295,-29.055321995298637461,0.96053938751908596316,2055,64000
27700,-19603.212659001619613,429.41300005566199616,-247.14176833043495662,0.96100680327943577286,2056,64000
27800,-19569.714505817675672,421.8681177964821245,-290.67719198824926252,0.96053938751908596316,2055,64000
27900,-19543.68376100325986,424.03582357681000303,-221.58526394927758929,0.96007197175873604245,2054,64000
28000,-19542.867564098618459,440.02949456538419781,37.139398620833212306,0.96007197175873526529,2054,64000
28100,-19527.064249024904711,430.70167965788209585,256.89731450023384696,0.95960455599838589968,2053,64000
28200,-19495.114191490785743,413.8140592152342947,158.3900250236090983,0.95773489295698632784,2049,64000
28300,-19539.631160532990179,423.57052960330128144,611.79985765934782194,0.95960455599838589968,2053,64000
28400,-19315.934445448256156,428.1962241788816641,-69.289984548179717194,0.95165848807243691443,2036,64000
28500,-19319.07455351210956,425.69846058968340685,-46.043779919799590061,0.95352815111383681934,2040,64000
28600,-19348.719917381898995,444.45293696428711883,-206.80591249061973258,0.95399556687418729517,2041,64000
28700,-19313.905069039614318,429.22840338957718131,-367.16992811794818863,0.95212590383278750128,2037,64000
28800,-19195.637629789238417,410.64578153946297334,-219.13205220611914115,0.949321409270688088,2031,64000
28900,-19128.042254758176568,425.2884420402887713,-501.85149435595963041,0.94604949894823864298,2024,64000
29000,-19286.638926932326285,437.2996300781033483,-305.48106006995402595,0.95119107231208765985,2035,64000
29100,-19366.523706000418315,428.44909636147741594,-223.62915923953158881,0.95306073535348723169,2039,64000
29200,-19480.488724664523033,420.73243757707984969,54.591475748479865615,0.95820230871733624856,2050,64000
29300,-19491.880331176362233,425.06432702145076519,-223.04125981286182423,0.95820230871733602651,2050,64000
