step,temperature,pressure,density
0,0,-0.60071121486683165536,0.58891319471813519115
100,0.027463154084025626772,-0.023613150238413111587,0.6458312032872783881
200,0.052604772891359195819,0.027128092813190434612,0.68544898305174351005
300,0.092020607089935840817,0.024987112981179226967,0.72041685225225815525
400,0.14745252940869268965,0.034617999071018853985,0.75846857260611655338
500,0.21461338855794770408,0.04756963597135531463,0.79112130266773639242
600,0.28656839166914188644,0.049636257521666428405,0.81908057684455504166
700,0.37502544945656612896,0.063231720885965514434,0.83804862523013146092
800,0.47183774484718860043,0.066489243227352737287,0.85276014935150279417
900,0.57184208627173049866,0.024186048967349146888,0.85227410432536332419
1000,0.66717454452324376213,-0.034038498798196668849,0.83996216922370703362
1100,0.72906399880072769726,0.10080179594095826923,0.81918478236120373381
1200,0.83531661571443638348,0.044001792811576879993,0.79304212095848480857
1300,0.91956666271864284656,0.14751560774108549157,0.76265159544685323656
1400,0.99303435645322257752,0.0055547849838317323382,0.72261497412178188338
1500,1.06569315064773118,0.12018071348653001917,0.68926136668192328205
1600,1.1094547901862432671,0.05197116109098055825,0.65062247386946947536
1700,1.1432789573968598074,0.055484822102920570985,0.61721460851165832473
1800,1.1726533932410545535,0.061825670920645163509,0.59150051397007308296
1900,1.1873382540101724558,0.076406343584425814863,0.57753614994321567089
2000,1.1819495550263543482,0.1264606258881521561,0.57116986678855252713
2100,1.1558708253613747541,0.13739331140626301342,0.57452942495161318792
2200,1.1608050608735931419,0.087946919900095621436,0.5856311883158343834
2300,1.1327562187575108688,0.020009243528417892249,0.59128464876588660015
2400,1.122619852714002997,-0.018634378458387768768,0.59989685901425793269
2500,1.1393063661091049621,0.029502916754965507334,0.6107940694906747181
2600,1.1194688342666483383,0.10979875978093729672,0.60566217384870912888
2700,1.1471215273022541403,0.14971073343970703329,0.60099576289512068872
2800,1.1535377026558784053,0.038638487209857221016,0.5931351456548294987
2900,1.1667417670793778228,0.0068730194221744197319,0.58856262602058906364
3000,1.1677453258908103706,0.049267884177969671622,0.58847210979472874826
3100,1.1586856547254182903,0.032683770886347517093,0.58476594372378776221
3200,1.1717397666942115375,0.12804975848017391415,0.59455482378835988744
3300,1.1259454739211052221,-0.10744888503065352925,0.58828049110945968003
3400,1.1231638847342000354,0.037983436566457029482,0.59902907162679708275
3500,1.1481636021765742051,0.011017819919283203256,0.60492382334450311987
3600,1.1432288746059817708,0.092146556744539143136,0.60331222809564377663
3700,1.1628462365400433765,0.030844824204978509713,0.59939198322996678492
3800,1.1516895421068891192,0.12296886476137769417,0.59495301521980781256
3900,1.164731939869505295,0.04445028834407940832,0.59027541075227452083
4000,1.1329862930909606611,0.12918174300454346448,0.58715296074828160489
4100,1.1598787125600960035,0.16360236333081470961,0.59770962940421157317
4200,1.1562952184749675233,0.0048918237897044043044,0.59707807252450617597
4300,1.1584916007477121802,0.08353102826863333108,0.60134573654231893158
4400,1.1189672388381564083,0.028103829049122553557,0.59874773170501027764
4500,1.1400073249941509168,0.0073099236908677409086,0.59984902009755369789
4600,1.1268343376597964589,0.054640578427930283634,0.59877878987345434236
4700,1.1479667088425300481,0.055751553027942157836,0.59643625195992322485
4800,1.147443882316622199,0.084681969411313062768,0.59240174456332139741
4900,1.1750171939933278242,0.11184772440107337843,0.59574211454447356662
5000,1.1773255869694738696,0.076234687977702414452,0.59071158644706711627
5100,1.1448897896948331265,0.031811026436540823514,0.58385358453418745306
5200,1.1495937329651071401,0.19712214477568673621,0.58906061657755826033
5300,1.1719037409943704464,0.060532479313531097065,0.58853085998519061306
5400,1.1615660607044784314,0.056724335154337585108,0.58833036136894012458
5500,1.126390605111133203,-0.017133530959304282826,0.58135216267394240752
5600,1.1752300273061249136,0.10959558764136827225,0.59210587740760323161
5700,1.1357588438782852958,0.17515908872426649845,0.59023983709173977186
5800,1.1461658757819508381,0.066353334350117532114,0.58877203536625788427
5900,1.1499489008877112894,0.10574679761901398245,0.59216357698348032201
6000,1.1293512909976450853,0.045009101799666793864,0.58711782308759097315
6100,1.1445344761345326301,-0.033922168321015848391,0.59013021417863831264
6200,1.1561447080643145746,0.036232651374814878187,0.59537191557911339768
6300,1.1434284417851046101,0.073514651675143052878,0.59758253438379760336
6400,1.1138504037446652628,0.10238836386556766922,0.59759189110225896524
6500,1.1737137203898935223,0.15008258660872511592,0.609282435189821725
6600,1.1455328410350069657,0.14030529727331195189,0.60391925899221199359
6700,1.145425258968479687,-0.026516977480658770333,0.59892233785489956688
6800,1.1445870831277313862,0.1388414415868465257,0.60286948377537441512
6900,1.1172302240550353591,0.16347454015292234297,0.60072048576686487564
7000,1.1588166141921347752,0.12962782577537412809,0.6048037949658303658
7100,1.1290846377983112525,0.051688797611383889563,0.59517231555744909421
7200,1.1499165142580856092,0.08923709483944435028,0.59096131092651194017
7300,1.1622805019707991292,0.05639591300319998779,0.58607145759255030448
7400,1.1729717015025851179,0.099047353926947398484,0.58579732297098685567
7500,1.1602319994345722254,0.094205940054087750068,0.58589102969319029057
7600,1.1336790114952493003,0.17415260516865374574,0.59019378796831456491
7700,1.1624331287809388513,0.11637851608674999737,0.5998184104547615858
7800,1.1343542789164200446,-0.050587552045436995352,0.59510370692498837375
7900,1.1355374984411044093,-0.037981779622187315792,0.59860831774158795859
8000,1.1199551155004283665,0.026518576124768249852,0.59770881425591881886
8100,1.1630319407181195501,0.05244536869128210016,0.60106234903698974037
8200,1.1433959818809089626,0.024485507878286068978,0.58836625529032737791
8300,1.1503038989807288228,0.025337205814567352602,0.58474115524817327216
8400,1.1276048862320642296,-0.033026062237083778084,0.58019295404123305548
8500,1.1560725056533729393,0.10155153452253587454,0.58812583421062814004
8600,1.1243303564275575201,0.17160347321585642244,0.58467297119159689078
8700,1.1862836088367856302,0.11483004211404873596,0.59520483037087801303
8800,1.13782247940864778,0.050081705653243456522,0.58893489037488144788
8900,1.1547928052631739604,0.063716912117538507254,0.59383294033138112056
9000,1.1559437141737816113,0.082538019456195238499,0.59856567410239225335
9100,1.1473364879983563025,0.09981015121866458617,0.60067223525693003161
9200,1.1309469386133828017,0.031827740342388104178,0.60038514932868491947
9300,1.162215351365337046,0.13612435943529635485,0.60499337947904974211
9400,1.1404313915161727877,0.11586676584316034366,0.59527988679745158507
9500,1.1578867556376866155,0.048589583757096925509,0.59013893270315886941
9600,1.1568289007547929437,0.027818637525740274458,0.58544386870674636203
9700,1.149903759821699234,0.0082951119680908947523,0.58501667431934967212
9800,1.1624097490945601852,0.0088610235038517858042,0.59020056559456735013
9900,1.1429060786623197465,0.076615092072328291883,0.59334061550840355714
10000,1.1522401679103051464,0.0078736486542983815523,0.59876268903357665607
10100,1.0985570456826596608,0.074828971012223535753,0.59701916162009671663
10200,1.1492957636518779108,0.059979056979552039519,0.60767416134380181081
10300,1.148684892696496096,0.042103000997842691955,0.6058943228414362947
10400,1.1471482169888360669,0.085412040278445025554,0.60462372660119345635
10500,1.1533749069681875632,0.10208300396347640138,0.5998616301870378642
10600,1.1588429365756054423,0.14271665766277716325,0.59574935413564789055
10700,1.1322415108074115331,0.06890160544133744347,0.5841147571728463328
10800,1.1378998274047229522,-0.037193679713060402714,0.58340547139658038844
10900,1.1498938969604945992,0.043788606563009410677,0.58942265340169130994
11000,1.1360657863430332348,0.04272418021427488305,0.59200251534227954497
11100,1.1682508288156958631,0.065520565922411039272,0.6040784040338798011
11200,1.1304382694191805747,-0.023223962286594124205,0.59860866664298184592
11300,1.1387171576535735085,0.10558163926641740693,0.60188946925517428088
11400,1.1466836701952194399,0.066535551724910088622,0.59488818061134163262
11500,1.1487611579864174249,-0.034214623437874722156,0.58803490959418103223
11600,1.1456004096730403319,-0.0073803288619223132716,0.5889759563660170727
11700,1.1412524831827279836,0.062278892842937971785,0.59278548780385853512
11800,1.1480721375551659058,0.096764321672256417561,0.60108258168651418352
11900,1.1587965239370867643,0.091418016505287510998,0.60425431228750803303
12000,1.1284553762981635039,0.022824717806276081933,0.59733021520489548717
12100,1.1448500356729880423,0.14668202722517878489,0.60148466816112644562
12200,1.162963168421446758,0.11435969095655372507,0.59902303933080380816
12300,1.16140537246109532,0.074635950502386527727,0.59117746143897198507
12400,1.1733772031064053643,0.059008343150834252633,0.58940085676345888022
12500,1.163007908673118429,0.040085913754055055302,0.5838127559738510719
12600,1.1415144295101222749,0.087766712469430741006,0.58762525501785012327
12700,1.1437375828538489664,0.10257581467927441576,0.5934167422909555345
12800,1.1265803399877973856,0.13509526391684717472,0.59673836691370873986
12900,1.1273720329692644704,0.056867912471929217555,0.59906630221621326449
13000,1.1461837360769504546,0.046614476346705097098,0.60429118299821560356
13100,1.1548367053501360502,0.1176382643841081127,0.60543414019299435225
13200,1.1435825457794115412,0.087083172921008575318,0.59490587285050100519
13300,1.1514408833371159169,0.029351088729107577269,0.58994241161219029834
13400,1.1534556477292718935,0.0098527815562277631933,0.58144703870642766574
13500,1.1735517449204440066,0.069473339738148190414,0.58692724255194816951
13600,1.170718615680633512,0.037720647435618030741,0.58814429014509350679
13700,1.1113787875930554172,-0.029746839579749356774,0.58239197521714447525
13800,1.1386575715346918258,0.0028672153660217686647,0.58944300247042646923
13900,1.143593248071916646,0.024348658083331583407,0.59242985996487773637
14000,1.1395672683643165435,0.060516894659791327371,0.59357806902031740037
14100,1.1527200199307650053,0.075519042281929543714,0.59871578910678957541
14200,1.1285900344082504532,-0.01313215441483872592,0.59338676152241898176
14300,1.1405355098505751688,0.064660484574562873683,0.59882389008287606469
14400,1.1413624647605911111,0.082755407086910634518,0.59858891757037335779
14500,1.1430210063994630243,0.026398508617052150044,0.59436681715072947618
14600,1.1495311929635616544,0.10050786312278503498,0.59843919210963891775
14700,1.1549522558222071744,0.040584779119003454306,0.59908928486071810759
14800,1.1314456784829067804,0.13981803037541223889,0.60124890753336879268
14900,1.1372884769384610237,0.018185216248523164428,0.59448202074902656289
15000,1.1562482909742344273,0.13651453810945951561,0.59726101567258926828
15100,1.1578042182875343258,0.073295347314778158676,0.59569283663467731404
15200,1.1414586933595429752,0.067875702677723609435,0.5887661599910656296
15300,1.1453130555293187243,0.022251802585569181031,0.58369598274764877832
15400,1.171208488253182578,0.18325197435996751216,0.59616761262072803795
15500,1.1414499320230826473,0.0035818491252479320482,0.58657048455547311505
15600,1.1291190202634890927,0.023297443833811361247,0.58712095468053748792
15700,1.1356593467297371181,0.083439627450455605695,0.59840825137790876198
15800,1.1625390630651435409,0.034229363019976172255,0.60200990351274552559
15900,1.1362168385801401094,0.027068493481208013435,0.60038376733599529977
16000,1.1454268529397140242,-0.022440808540275167943,0.60232079009191286101
16100,1.1519068645877463819,0.14458975331225931704,0.60251976132115347973
16200,1.1482940823011384968,-0.070088740489358786201,0.58948906395438849248
16300,1.1499334582670599492,0.06418357250664903646,0.59170221672175282723
16400,1.127096454299799877,-0.0029400809303614110386,0.58819193799740066009
16500,1.1437994857581796904,0.057420010451229762383,0.59420474626965147369
16600,1.1546764737740873308,0.12412309730814728714,0.59564604964231893103
16700,1.1559848813404369761,0.086820726962635666468,0.59785285421934297734
16800,1.1412199041082626838,-0.015625711931593018467,0.59774048214878872098
16900,1.139343638505969647,0.020315448673207382041,0.59972779819732746631
17000,1.1311181267858829713,0.027599495878784418429,0.60284598711032499896
17100,1.1342987207214785261,0.040852710484250563672,0.59999787813386529223
17200,1.1360475455009371171,-0.1193106793659842596,0.58964438535383756346
17300,1.1462654499086093463,0.056827681976865024316,0.59123589046291613602
17400,1.1521359307571445996,0.13878481198358544324,0.59137746562225257385
17500,1.1706221113014485535,0.12525229058678061245,0.59197460136621959936
17600,1.1556364882544813977,-0.032345316298123948096,0.589213801692969108
17700,1.1127029931335266077,0.11233312659131423905,0.59348282618958625445
17800,1.1273279790948880219,-0.039745191330412814323,0.59813069275809627179
17900,1.1498042845794873568,-0.0085424368351520105214,0.60311411701020090081
18000,1.1645579108980761429,0.042158052750460563163,0.60543012499697923534
18100,1.1360842614489392588,0.045225875877085985888,0.59966563455544796835
18200,1.163621080809032371,0.13093604047220713804,0.60210865282893122341
18300,1.1759346920397857339,0.053216802117722047938,0.59848210872278062578
18400,1.1725248759739177462,0.13668619822470037817,0.59269355579912463838
18500,1.1888693439450799261,-0.010553305954162386926,0.58858831312764314792
18600,1.1458200335138000181,0.093382139443576747673,0.58467898764303916082
18700,1.1372358268101969703,0.097039108462809414712,0.58918048992713611955
18800,1.139360937861270795,0.022769494105714889465,0.59206293890839178928
18900,1.1557582376325976625,0.047860286526282054542,0.60014498636535151821
19000,1.1583623689107256371,0.03376387223888391298,0.6003154046001097921
19100,1.1492621199594255099,0.12244867616505522578,0.60300740390399842905
19200,1.1431458219659544895,0.14085455533367990943,0.60712358393875598406
19300,1.174543046304874494,0.28992195126058328825,0.61685076990016374232
19400,1.1431411581848194281,0.17625390655556094632,0.60101374801742279974
19500,1.1585756371630582251,0.018538535346853398517,0.59326260201005531769
19600,1.1705036519747933355,0.11566629846003825821,0.59597032869292843049
19700,1.1489845129407230129,-0.0008084482360683034911,0.58786639840373422494
19800,1.1396649498495963204,0.12599286802984929756,0.59554609102869249249
19900,1.1399290487852111742,0.049023509527950696885,0.59768251965454188834
20000,1.1484646250692462921,0.112555499677026008,0.60444204840003090684
20100,1.1299179062311193178,0.11898829083356469993,0.60492179117905831021
20200,1.1159124368751411893,0.070640315416235846535,0.60793211252020706858
20300,1.1277336857769577616,-0.03171157571902283312,0.61123239158457798315
20400,1.1331296331876914429,0.070863911526412901032,0.61323641769592773798
20500,1.1504652057408331078,0.012262564994042650379,0.60312238238852966532
20600,1.1543811410466877643,0.1332421407939184399,0.60457735193538542084
20700,1.1644432169550682499,0.15012318720027173491,0.60372060974719465865
20800,1.1365060721522954879,-0.0052431947517770551709,0.59538942931099481104
20900,1.1370485040862519099,0.08536927722667864149,0.59563717437489294149
21000,1.1321670628569882044,0.041576765981143452844,0.5915420170379188658
21100,1.1581331108647354711,0.043513071778374774745,0.59840267641516886599
21200,1.1439519860699405296,-0.073877701608048532145,0.59522255876352547777
21300,1.1460652287259074367,-0.0075126057265813830574,0.60087613900982628223
21400,1.1179208939767659725,-0.0072790671440716141899,0.59838868178978621426
