step,temperature,pressure,density,volume
50000,1.151060760699203156,0.069511753494945760501,0.54900659456704192785,28919.506900497133756
51000,1.1427362977397634847,0.022563186438803731898,0.54840772978407381633,28951.087188817156857
52000,1.1570668037366784731,0.10867422305779511627,0.5558728147867009195,28562.289030256517435
53000,1.1527305324549574905,0.0351495745185365846,0.53905312857276066474,29453.497546776492527
54000,1.1586505947164733588,0.082225033107250281028,0.54526097213808311093,29118.166916922258679
55000,1.1536578590015080792,0.095478759517645880872,0.54653585706213658746,29050.24399560103484
56000,1.1625347989750987043,0.11551323878869346196,0.54662744499609905446,29045.376600352188689
57000,1.1445061224299550862,0.048516127611522401331,0.54674561964035295336,29039.098677084650262
58000,1.1600533510922541591,0.098756313343781196301,0.55476101667447608179,28619.530793953286775
59000,1.147546882417007863,0.051947688544967091095,0.54671845125813045563,29040.541733067926543
60000,1.155072116599506149,0.065108807594811912711,0.5379477212977556988,29514.020361863440485
61000,1.1448555264340796178,0.045754934212080052014,0.54368715752336305158,29202.455456781211979
62000,1.1332308020868731013,0.065296465346111096095,0.54746730926451159238,29000.818370926597709
63000,1.1518069221616404896,0.063455846448756014766,0.54730811409146151725,29009.253821051097475
64000,1.137968701978098629,0.06231116692141035196,0.54528352038518934641,29116.962839413256006
65000,1.1597783234942562469,0.056975293244405492143,0.54297094997154216056,29240.975048171792878
66000,1.1552559001831899099,0.063754972255115449631,0.5435320898529830691,29210.786807995973504
67000,1.1406650635765440693,0.03161051515736271883,0.54427957821956729489,29170.670066175207467
68000,1.1509515194699728724,0.09989020495364565877,0.54942393724714888581,28897.53962950836285
69000,1.141956505283814316,0.066181111893597613371,0.54699809283584543973,29025.695350577207137
70000,1.1458087323502450516,0.039365350518743243147,0.5500247500833057579,28865.973754081609513
71000,1.1533767810689730116,0.11904526299019681235,0.55372465314736385444,28673.095752113138587
72000,1.1477404249235061418,0.068373520266967441339,0.53909477085159351883,29451.222416643980978
73000,1.1450209181459494179,0.029425321347995372911,0.54381020307157346139,29195.847945336088742
74000,1.1476854358818435742,0.083373816816820267572,0.54502583276852822891,29130.729307546309428
75000,1.1471858422857958981,0.01628658071870086807,0.5428341017151401271,29248.346686096148915
76000,1.1448572807348833535,0.086380905410874467276,0.55311762659036989298,28704.563435940279305
77000,1.1516691039039597122,0.043564580576191086481,0.54054399463222291278,29372.262309199173615
78000,1.1501865462349643021,0.067909135874042902969,0.54918796644191780754,28909.956099118484417
79000,1.1457898296936499527,0.053922661882645710196,0.54816027022234270483,28964.156766706259077
80000,1.1429420433058459228,0.058853765341875766137,0.54923906296066860033,28907.266563334302191
81000,1.1483336201141280952,0.080884011422695592519,0.55101670813897851708,28814.008296814605274
82000,1.1501507705277138616,0.09472654318392158268,0.54402323927452078678,29184.415028248953604
83000,1.1457225328018134647,0.029446307315944639932,0.5414281427211484754,29324.297625543127651
84000,1.142774233132778372,0.082703557327385851528,0.54560764709693421182,29099.665454614216287
85000,1.1406145984069155919,0.076723366002611065317,0.54727225387924949285,29011.154662891261978
86000,1.156930024832772963,0.073749892475501080402,0.54171664725600920942,29308.68024902455727
87000,1.1455733631348086199,0.10832278770900384546,0.54831677175382065315,28955.889766451175092
88000,1.1421369785531532148,0.019419717876171249671,0.54343517341453850822,29215.996270982708666
89000,1.1392340020409641443,0.06743797976735982358,0.54627782071238439876,29063.965985833514424
90000,1.1623203134708397499,0.077500761217056582386,0.55258681922693297928,28732.136648159412289
91000,1.1590289832889757449,0.050880871803755292615,0.54914032608933438517,28912.464165702382161
92000,1.1524956025255486125,0.095862375419821455047,0.54284735317653931563,29247.632703915282036
93000,1.1529549955733950917,0.042638542285883138105,0.5443450118383555969,29167.163572199151531
94000,1.1451313152515956162,0.037738425395487405767,0.53955431420844568446,29426.13854045887274
95000,1.1394664780217658162,0.07332203530521499979,0.54603512145630450636,29076.884207842169417
96000,1.1448386844386164718,0.071793088702874138796,0.54125646092714208013,29333.599035110983095
97000,1.1465719348696485902,0.086397199980166497491,0.54237905807888353582,29272.885380635128968
98000,1.1557971806637867829,0.081652524688254485286,0.54178763526768758396,29304.840063681884203
99000,1.1406285954513626368,0.058805297106454233746,0.53738210396216101739,29545.085113437187829
100000,1.1591736315448362138,0.045370953441955214069,0.54677683298870882744,29037.4409486509212
101000,1.1485492333802742593,0.099235988874350755662,0.54219931434711032825,29282.589593677927041
102000,1.1403511658951617225,0.04606437485911526325,0.54476849852186426393,29144.489894477217604
103000,1.1447875278711465707,0.069164133218499776468,0.54107137957213891077,29343.633020388177101
104000,1.1591834418285169583,0.035774526345019090623,0.5498549023797397739,28874.890323402181821
105000,1.1516269935495104804,0.069642135984933489778,0.54440431008865131091,29163.986591903678345
106000,1.149196062210350533,0.040737755128366998081,0.53877776978215763393,29468.550653861420869
107000,1.1410642005204487681,0.039414873922503083914,0.54196399654743832031,29295.303933737010084
108000,1.1624127371434600509,0.045865428571964586557,0.54215769106340483408,29284.837717340800737
109000,1.147791055192149523,0.044860918584226971983,0.54882913730262983254,28928.85767332222531
110000,1.1613883428596858405,0.061120351402022488063,0.54979941680307931051,28877.804367854823795
111000,1.1500767394674591415,0.066957993855707442776,0.55190770784821430173,28767.490966744197067
112000,1.1501739047405414862,0.088698482937087722022,0.54721414405325263797,29014.235418693628162
113000,1.147674471371550764,0.029162982186106679167,0.54135235983838358997,29328.402677952581143
114000,1.1416476858756030577,0.068306991837537245349,0.54492158606233243034,29136.302187492834491
115000,1.1450838351262051518,0.045176475255202290515,0.53878674014403593606,29468.06002641330997
116000,1.1428264249360680083,0.053977265003146687739,0.54493293763638450677,29135.69524511691634
117000,1.1361427588890238294,0.066213639432009141483,0.54401849550052050475,29184.669512738670164
118000,1.1360890064243336361,0.08826465299350888527,0.54597524430496036096,29080.073072199094895
119000,1.156739516186237271,0.07969679081309358204,0.54743478953332569414,29002.541131035424769
120000,1.1521276659357337913,0.10485233358682534421,0.55032802347666387455,28850.06636532520497
121000,1.1542017620760809393,0.050354535519781348785,0.54688230601313847501,29031.840718610790645
122000,1.1426008548987884872,0.07904725780761723275,0.54133746169381224966,29329.209824721579935
123000,1.1448974773132116756,0.037020581366786403654,0.54338297117324330099,29218.803021594943857
124000,1.1523508034351601648,0.050287135683969058642,0.54644965454656158066,29054.826675980926666
125000,1.1364136826269195524,0.056559553181582407355,0.54655506073608883799,29049.223290727913991
126000,1.1468995503789740642,0.053666992028086939193,0.55971584059248213894,28366.179494211824931
127000,1.1441307536736260442,0.097437163808232904461,0.5457790842482114213,29090.524826303895679
128000,1.1565164811163251013,0.067716168674234994418,0.53861579075008403361,29477.412791573497088
129000,1.156023980220531211,0.042727668299699816945,0.53896321401624369685,29458.411236803793145
130000,1.1433851707998732294,0.068981727909301876478,0.54087145044647366721,29354.479676999031653
131000,1.1634184475701943029,0.077147307198357134572,0.53411345554927358581,29725.894068091489316
132000,1.1493577518501425505,0.076634393065260097977,0.54084763358249288157,29355.772336162692227
133000,1.1382648518436502272,0.06708329026915896276,0.54305929118889761931,29236.218323861343379
134000,1.1523398658166918995,0.093560284871287924258,0.55245485889746870356,28738.999656344130926
135000,1.1592342317563670839,0.1005240580695157121,0.55054742309499182795,28838.569274822617444
136000,1.1627619482260447281,0.11421477159513428179,0.55219879542345107204,28752.32639329608719
137000,1.1506519692633072616,0.087792392813273015251,0.54128742373018057243,29331.921090253010334
138000,1.1525078032248776694,0.068961493128008533038,0.54746558396103350841,29000.909765188203892
139000,1.1437004220939546162,0.066423740475843442987,0.54884449848895444646,28928.048005785971327
140000,1.1430611581892944351,0.06005378732924539914,0.54838441333801335453,28952.318143684598908
141000,1.150834915675290393,0.035743567400449115234,0.54703508200320194454,29023.732704417427158
142000,1.153147064495934293,0.064919026153278006075,0.54492487883336848675,29136.126128047450038
143000,1.1490420564672974013,0.055575159452962936968,0.54343467705498182951,29216.022956138389418
144000,1.1495842495655088644,0.061289993745054720253,0.5463707368397233699,29059.023350764633506
145000,1.1511838236193205898,0.067196005491427970857,0.54409856084003516141,29180.374922307200904
146000,1.1535571208197243909,0.093807797787872265749,0.54968528032542862682,28883.800546014954307
147000,1.1399210495250651221,0.046531374401434642818,0.54758123395407687362,28994.78472874680665
